Setcode,"Card Name ""JP (EN)""",Image,Type,Rarity,Color,LIFE/HP,Tags,Baton Pass,Text,Alternate Art,Rarity,Alternate Art 2,Rarity
hBP09-072,"クレイジー・オリー
(Kureiji Ollie)",,1st holomem,R,Purple,160,#ID #ID Gen 2 #Language,1,"Bloom Effect: Danse Macabre
If your holomem has bloomed from archive this turn, draw 2 cards. You may only use Bloom Effect ""Danse Macabre"" once per turn.

Arts: The Blessing of Blue Petals
Cost: 1 purple
Power: 30+
If your holomem has bloomed from archive this turn, this Arts gets +30.",,,,
hBP09-073,"ネリッサ・レイヴンクロフト
(Nerissa Ravencroft)",,Debut holomem,C,Purple,130,#EN #Advent #Singing #Bird,1,"Gift: A Wish Put into Song
[Center Position Only] While you have 2 or more cards in your holo Power, all of your <Nerissa Ravencroft> take -30 Arts damage.

Arts: Melody of Magic
Cost: 1 any color
Power: 20",,,,
hBP09-074,"ネリッサ・レイヴンクロフト
(Nerissa Ravencroft)",,1st holomem,U,Purple,150,#EN #Advent #Singing #Bird,1,"Bloom Effect: Demon's Secret
You may return 1 [Debut holomem or 1st holomem] with #Advent from your archive to your hand.

Arts: Arcane Protection
Cost: 2 any color
Power: 50+
If the target of this Arts is a 1st or greater holomem, this Arts gets +50.",,,,
hBP09-075,"ネリッサ・レイヴンクロフト
(Nerissa Ravencroft)",,1st holomem,R,Purple,140,#EN #Advent #Singing #Bird,1,"Gift: Demon's Off-Mode
[Center Position Only] When you use your Oshi Skill, during this turn, your collab <Nerissa Ravencroft> requires -1 purple for its Arts.

Arts: Song of Peace
Cost: 1 purple
Power: 40
If your Oshi holomem is <Nerissa Ravencroft>, draw 1 card and put 1 card from your hand as holo Power.",,,,
hBP09-076,"ネリッサ・レイヴンクロフト
(Nerissa Ravencroft)",,2nd holomem,RR,Purple,200,#EN #Advent #Singing #Bird,2,"Bloom Effect: Demon's Bed
You may archive the top 1~3 cards of your holo Power: During this turn, all holomem on your stage with #Singing get Arts+30 for each holo Power archived this way.

Arts: Bewitching Tone
Cost: 2 purple, 1 any color
Power: 140, +50 vs green
When your opponent's holomem is downed by this Arts, return 1 <Nerissa Ravencroft> from your archive to your hand.",,UR,,
hBP09-077,"雪花ラミィ
(Yukihana Lamy)",,Debut holomem,C,Yellow,130,#JP #Gen 5 #Half-Elf #Alcohol,1,"Collab Effect: Casual Lamy
Roll a die once. If it is 6, during this turn, this holomem gets Arts+20. If it is 1, rest this holomem.

Arts: Were You Waiting?
Cost: 1 yellow
Power: 30",,,,
hBP09-078,"雪花ラミィ
(Yukihana Lamy)",,Debut holomem,U,Yellow,130,#JP #Gen 5 #Half-Elf #Alcohol,1,"Collab Effect: Eyes Filled with Passion
If you went second and it is your first turn, draw 3 cards and archive 1 card from your hand. If the archived card does not have #Lamy's Alcohol, archive 1 more card from your hand.

Arts: An Invitation to Evening Drinks
Cost: 1 any color
Power: 10",,,,
hBP09-079,"雪花ラミィ
(Yukihana Lamy)",,1st holomem,C,Yellow,160,#JP #Gen 5 #Half-Elf #Alcohol,1,"Bloom Effect: The La in NePoLaBo
Look at the top 5 cards of your deck. Reveal 1 support card with #Lamy's Alcohol from among them, and add it to your hand. Return the remaining cards to the bottom of your deck in any order.

Arts: Lady's Wink
Cost: 1 any color
Power: 30
If a support card is attached to your holomem, draw 1 card.",,,,
hBP09-080,"雪花ラミィ
(Yukihana Lamy)",,1st holomem,C,Yellow,190,#JP #Gen 5 #Half-Elf #Alcohol,2,"Collab Effect: Unylian Jealousy
Send 1 cheer from your archive to your holomem with #Alcohol.

Arts: Isn't Lamy the Only One You Love?
Cost: 1 any color
Power: 20",,,,
hBP09-081,"雪花ラミィ
(Yukihana Lamy)",,1st holomem,R,Yellow,170,#JP #Gen 5 #Half-Elf #Alcohol,1,"Gift: BIG3 Gathering side L
While you have 1 or less support cards with #Lamy's Alcohol in your archive, this holomem's Arts require +1 colorless.

Arts: Mmm! Delicious!
Cost: 2 yellow
Power: 60
You may archive 2 cheers from this holomem: Deal 40 special damage to 1 of your opponent's holomem other than Debut.",,,,
hBP09-082,"雪花ラミィ
(Yukihana Lamy)",,2nd holomem,U,Yellow,200,#JP #Gen 5 #Half-Elf #Alcohol,2,"Bloom Effect: Training Complete
If you have a support card with #Lamy's Alcohol in your archive, send the top card of your cheer deck to your <Yukihana Lamy>.

Arts: Now, a Lovely Cup of Tea
Cost: 1 yellow, 2 any color
Power: 130, +50 vs blue",,,,
hBP09-083,"雪花ラミィ
(Yukihana Lamy)",,2nd holomem,RR,Yellow,200,#JP #Gen 5 #Half-Elf #Alcohol,2,"Gift: Liver for a Face
While you have 4 or less support cards with #Lamy's Alcohol in your archive, this holomem's Arts require +2 colorless.

Arts: Booze, Booze, Snacks, Booze, Booze, Booze!
Cost: 1 yellow
Power: 160±, +50 vs white
Roll a die once. If it is 6, this Arts gets +100. If it is 1, this Arts gets -100.",,UR,,
hBP09-084,"夏色まつり
(Natsuiro Matsuri)",,Debut holomem,C,Yellow,110,#JP #Gen 1 #Shooter,1,"Collab Effect: A Surprise Gift
You may archive 1 LIMITED support card from your hand: Search 1~2 Debut <Natsuiro Matsuri> from your deck, and place them on your stage. Shuffle your deck.

Arts: This Ribbon Makes Me Smile
Cost: 1 any color
Power: 20",,,,
hBP09-085,"夏色まつり
(Natsuiro Matsuri)",,1st holomem,U,Yellow,140,#JP #Gen 1 #Shooter,1,"Bloom Effect: Sneakily During Class......
If your Oshi holomem is <Natsuiro Matsuri>, you may return 1 LIMITED support card from your archive to the bottom of your deck: Choose 1 <Natsuiro Matsuri> on your stage. During this turn, the chosen holomem gets Arts+30.

Arts: Look How Cute I Drew It!
Cost: 1 yellow, 1 any color
Power: 50",,,,
hBP09-086,"夏色まつり
(Natsuiro Matsuri)",,1st holomem,R,Yellow,170,#JP #Gen 1 #Shooter,1,"Bloom Effect: Festival Commotion
If your Oshi holomem is <Natsuiro Matsuri>, look at the top 5 cards of your deck. Reveal 1 Limited support card from among them, and add it to your hand. Return the remaining cards to the bottom of your deck in any order.

Arts: Let's Cheer with the Drums!
Cost: 1 yellow
Power: 40",,,,
hBP09-087,"夏色まつり
(Natsuiro Matsuri)",,2nd holomem,RR,Yellow,210,#JP #Gen 1 #Shooter,2,"Collab Effect: The Cunningly Innocent Type
If your Oshi holomem is yellow <Natsuiro Matsuri> and all holomem on your stage are <Natsuiro Matsuri>, you may archive the top card of your holo Power: During this turn, the number of LIMITED support cards you can use becomes 2.

Arts: Natsuiro Matsuri is So Pure and Innocent, Right!?
Cost: 1 yellow
Power: 60+, +50 vs white
If you have 5 or more LIMITED support cards in your archive, this Arts gets +60.",,UR,,
hBP09-088,"桃鈴ねね
(Momosuzu Nene)",,2nd holomem,R,Yellow,180,#JP #Gen 5 #Singing #Painting,2,"Gift: Sleeping in with You
If your Oshi holomem is <Momosuzu Nene>, when this holomem would take 200 or more Arts damage at once, this holomem does not take that damage.

Arts: We'll Snuggle under the Covers
Cost: 2 yellow
Power: 100, +50 vs blue
Send 1 cheer each from your archive to 1~2 of your holomem with #Gen 5.",,,,
hBP09-089,"アユンダ・リス
(Ayunda Risu)",,1st holomem,R,Yellow,150,#ID #ID Gen 1 #Kemomimi #Singing,1,"Bloom Effect: This Passion Is Us!
If you have [green, blue, and yellow] cheer on your stage, choose 1 of your holomem with #ID Gen 1. During this turn, the chosen holomem gets Arts+30.

Arts: A Beautiful Voice that Resonates Around the World
Cost: 1 yellow, 1 any color
Power: 50
If your Oshi holomem's color is green, blue or yellow, send the top card of your cheer deck to your holomem with #ID Gen 1.",,,,
hBP09-090,"コラボパソコン
(Collab PC)",,Support (Item),C,,,,,"This card can only be used if you archive 1 of your holo Power.

Reveal 1 holomem from your deck with Collab Effect which has the same name as your Oshi holomem, and add it to your hand. Then, shuffle the deck.",,,,
hBP09-091,"あずいろ BESTIE DAYS
(AzuIro BESTIE DAYS)",,Support (Event),U,,,,,"LIMITED: Only one can be used per turn.

This card can only be used if your Oshi holomem is <AZKi> or <Kazama Iroha>, and your holomem was downed during your opponent's previous turn.

Search 1 1st holomem <AZKi> and 1 1st holomem <Kazama Iroha> from your deck, and place them on your stage. Shuffle your deck.",,,,
hBP09-092,"雨の日ヴィヴィ
(Rainy Day Vivi)",,Support (Event),C,,,,,"LIMITED: Only one can be used per turn.

This card can only be used if your Oshi holomem is <Kikirara Vivi>.

Each player draws 2 cards. If your opponent has 7 or more cards in their hand, during this turn, all <Kikirara Vivi> on your stage gets Arts+30.",,,,
hBP09-093,"応援するホロリス
(Supportive hololive Listeners)",,Support (Event),C,,,,,"Choose 1~2 cheers on your stage, and reattach them to your holomem. Then, if you have 4 or more holomem with cheer attached, send 1 cheer from your archive to your holomem.",,,,
hBP09-094,"大空警察
(Oozora Police)",,Support (Event),U,,,,,"LIMITED: Only one can be used per turn.

This card can only be used if your Oshi holomem is <Oozora Subaru>, and your holomem was downed during your opponent's previous turn.

Choose 1 of your opponent's back holomem. Rest the chosen holomem. The chosen holomem does not become active during your opponent's next reset phase.",,,,
hBP09-095,"君に乾杯
(Kanpai)",,Support (Event),C,,,#Lamy's Alcohol,,"This card can only be used if your Oshi holomem is <Yukihana Lamy>.

Choose your opponent's center holomem or collab holomem. Deal 10 special damage to the chosen holomem. If you have 2 or more <Kanpai> in your archive, deal 40 special damage to the chosen holomem instead.

You may only use <Kanpai> once per turn.",,,,
hBP09-096,"コンコ コンコンコ コンコンコン
(Knock Kn-Knock Knock Kn-Knock Knock Knock)",,Support (Event),U,,,,,"Choose 1 holomem with #ReGLOSS on your stage. During this turn, the chosen holomem requires -1 colorless for its baton pass. Send 1 cheer from your archive to your back <Todoroki Hajime>.",,,,
hBP09-097,"コンビプレイ
(Co-op Play)",,Support (Event),U,,,,,"LIMITED: Only one can be used per turn.

Draw 2 cards. Return 1 cheer from your stage to the bottom of your cheer deck, search 1 cheer from your cheer deck, and send it to your holomem. Shuffle your cheer deck.",,,,
hBP09-098,"スイカバブル
(Watermelon Bubble)",,Support (Event),C,,,,,"LIMITED: Only one can be used per turn.

Draw 4 cards. If you have a LIMITED support card in your archive, return 4 cards from your hand to the bottom of your deck in any order.",,,,
hBP09-099,"スピード違反
(Speeding Violation)",,Support (Event),C,,,,,"This card can only be used if your Oshi holomem is <Oozora Subaru> and the number of cheers on your stage is less than your opponent's.

Send 2 cheers from your archive to 1 of your holomem.",,,,
hBP09-100,"ノエルの特盛牛丼
(Noel's XL Beef Bowl)",,Support (Event),U,,,#Food,,"Choose 1 <Shirogane Noel> on your stage. During this turn, the chosen holomem gets Arts+10. Additionally, if the chosen holomem is a Buzz holomem or 2nd holomem, restore 50 HP to that holomem.

Extra: This event is also regarded as <Beef Bowl>",,,,
hBP09-101,"バカ!変態!うるさーい!
もう知らなーい!
(Dummy! Pervert! Shut Up! I Don't Know You Anymore!)",,Support (Event),U,,,,,"LIMITED: Only one can be used per turn.

This card can only be used if your Oshi holomem is <Tokoyami Towa>.

Deal 20 special damage to your opponent's center holomem. During this turn, the third Arts that you use with your <Tokoyami Towa> can target your opponent's back holomem other than Debut too.",,,,
hBP09-102,"ばんちょーダンス
(Banchou Dance)",,Support (Event),C,,,,,"LIMITED: Only one can be used per turn.

This card can only be used if your Oshi holomem is <Todoroki Hajime>.

Put the top 2 cards of your deck as holo Power. Look at your holo Power. Add 1~2 of them to your hand. Shuffle your holo Power.",,,,
hBP09-103,"変な動き
(Strange Movement)",,Support (Event),C,,,,,"LIMITED: Only one can be used per turn.

This card can only be used if your Oshi holomem is <Shirogane Noel>.

Return 1 [<Shirogane Noel> and/or <Beef Bowl>] each from your archive to your hand.",,,,
hBP09-104,"ホロライブ体力王決定戦
(hololive Fitness Championship)",,Support (Event),C,,,,,"LIMITED: Only one can be used per turn.

During this turn, all holomem on your stage with the highest remaining HP get Arts+30.",,,,
hBP09-105,BIG3,,Support (Event),U,,,,,"LIMITED: Only one can be used per turn.

This card can only be used if your Oshi holomem is <Oozora Subaru>, <Shirogane Noel> or <Yukihana Lamy>.

Draw 2 cards. Look at the top 3 cards of your deck. Reveal 1 holomem with the same name as your Oshi holomem from among them, and add it to your hand. Return the remaining cards to the bottom of your deck in any order.",,,,
hBP09-106,"カエラが作ったホロシールド
(Kaela-Forged holoshield)",,Support (Tool),C,,,#Kaela's Arms,,"The [Buzz or 2nd] <Kaela Kovalskia> this tool is attached to gets +40 HP.

Only 1 tool can be attached to each of your holomem.",,,,
hBP09-107,"カエラが作ったホロソード
(Kaela-Forged holosword)",,Support (Tool),U,,,#Kaela's Arms,,"The [Buzz or 2nd] <Kaela Kovalskia> this tool is attached to gets Arts+40.

Only 1 tool can be attached to each of your holomem.",,,,
hBP09-108,"常闇トワのブレイクマイク
(Tokoyami Towa's Break Mic)",,Support (Tool),C,,,,,"The <Tokoyami Towa> this tool is attached to gets Arts+20.

◆Additional ability if attached to 2nd <Tokoyami Towa>
All blue cheers attached to this holomem are also regarded as purple cheers.

Only 1 tool can be attached to each of your holomem.",,,,
hBP09-109,"メイクアップ
(Makeup)",,Support (Tool),U,,,,,"The <Kikirara Vivi> this tool is attached to gets Arts+20.

◆Additional ability if attached to 1st or greater <Kikirara Vivi>
[Center Position Only] At the end of your performance phase, you may bloom 1 of your holomem with #FLOW GLOW that bloomed this turn once more using a holomem from your hand.

Only 1 tool can be attached to each of your holomem.",,,,
hBP09-110,"雪夜月
(Yuki-Yo-Zuki)",,Support (Tool),U,,,#Lamy's Alcohol,,"◆Additional ability if attached to <Yukihana Lamy>
At the end of your performance phase, if this holomem used Arts this turn, archive 1 <Yuki-Yo-Zuki> attached to this holomem and draw 1 card.

Only 1 tool can be attached to each of your holomem.",,,,
hBP09-111,Pemaloe,,Support (Fan),C,,,,,"During your opponent's turn, when the holomem this fan is attached to is downed, you may reattach 1 cheer from this holomem to your other holomem.

You may only attach this fan to your <Kaela Kovalskia>, and you may attach any number of this fan per holomem.",,,,
hBP02-014,"白銀ノエル
(Shirogane Noel)",,Debut holomem,C,White,130,#JP #Gen 3 #Alcohol,1,"Arts: Kon-Muscle~!
Cost: 1 any color
Power: 20

Extra: You may include any number of this holomem in the deck",,,,
hSD05-002,"轟はじめ
(Todoroki Hajime)",,Debut holomem,C,White,100,#DEV_IS #ReGLOSS #Baby,1,"Arts: Vroom, vroom, vroom!
Cost: 1 any color
Power: 30

Extra: You may include any number of this holomem in the deck",,HR,,
hBP02-024,"大神ミオ
(Ookami Mio)",,Debut holomem,C,Green,90,#JP #GAMERS #Kemomimi #Cooking,2,"Arts: Hey hey, it's me~ Ookami Mio~
Cost: 1 any color
Power: 10
You may reattach 1 cheer from your stage to your holomem with #JP.

Extra: You may include any number of this holomem in the deck",,HR,,
hBP04-039,"カエラ・コヴァルスキア
(Kaela Kovalskia)",,Debut holomem,C,Red,120,#ID #ID Gen 3,1,"Arts: Oha-Ela
Cost: 1 any color
Power: 20

Extra: You may include any number of this holomem in the deck",,,,
hBP01-072,"ハコス・ベールズ
(Hakos Baelz)",,Debut holomem,C,Red,80,#EN #Promise #Kemomimi,1,"Arts: WAZZUP!!
Cost: 1 any color
Power: 20
If a red cheer is attached to this holomem, you may roll a die once: If it is odd, deal 20 special damage to your opponent's collab holomem.

Extra: You may include any number of this holomem in the deck",,HR,,
hBP04-043,"雪花ラミィ
(Yukihana Lamy)",,Debut holomem,C,Blue,90,#JP #Gen 5 #Half-Elf #Alcohol,1,"Arts: Lamyoohoo
Cost: 1 any color
Power: 20
Deal 10 special damage to 1 of your opponent's holomem. However, your opponent's life does not reduce even if downed.

Extra: You may include any number of this holomem in the deck",,,,
hBP01-088,"ムーナ・ホシノヴァ
(Moona Hoshinova)",,Debut holomem,C,Blue,90,#ID #ID Gen 1 #Singing,1,"Arts: Moon Moon, It's Moona!
Cost: 1 blue
Power: 10
You may roll a die once: If it is even, deal 20 special damage to 1 of your opponent's back holomem. However, your opponent's life does not reduce even if downed.

Extra: You may include any number of this holomem in the deck",,HR,,
hBP03-051,"常闇トワ
(Tokoyami Towa)",,Debut holomem,C,Purple,110,#JP #Gen 4 #Singing #Shooter,1,"Arts: Suppies!
Cost: 1 any color
Power: 30

Extra: You may include any number of this holomem in the deck",,HR,,
hBP02-065,"ネリッサ・レイヴンクロフト
(Nerissa Ravencroft)",,Debut holomem,C,Purple,90,#EN #Advent #Singing #Bird,1,"Arts: Hiya darlings!
Cost: 1 any color
Power: 30+
If a red cheer is attached to this holomem, this Arts gets +10.

Extra: You may include any number of this holomem in the deck",,,,
hSD10-007,"綺々羅々ヴィヴィ
(Kikirara Vivi)",,Debut holomem,C,Purple,120,"#DEV_IS
#FLOW GLOW",1,"Arts: Mm...... Vivi!
Cost: 1 any color
Power: 20

Extra: You may include any number of this holomem in the deck",,,,
hBP04-079,"夏色まつり
(Natsuiro Matsuri)",,Debut holomem,C,Yellow,120,#JP #Gen 1 #Shooter,1,"Gift: Wasshoi!
During your opponent's turn, when this holomem is downed, you may reattach 1 of this holomem's cheers to your other holomem.

Arts: hololive's Symbol of Purity
Cost: 1 any color
Power: 10

Extra: You may include any number of this holomem in the deck",,HR,,
hBP04-067,"大空スバル
(Oozora Subaru)",,Debut holomem,C,Yellow,130,#JP #Gen 2 #Bird,1,"Arts: Ajimaru! Ajimaru!
Cost: 1 yellow
Power: 20

Arts: Sup! I'm Oozora Subaru from hololive 2nd Generation!!
Cost: 1 yellow, 2 any color
Power: 60

Extra: You may include any number of this holomem in the deck",,,,
hBP05-075,"牛丼
(Beef Bowl)",,Support (Event),C,,,#Food,,"Choose 1 of your holomem. During this turn, the chosen holomem requires -2 colorless for its baton pass. Restore 20 HP to the chosen holomem.",,,,
hBP04-106,"雪民
(Yukimin)",,Support (Fan),U,,,,,"The holomem this fan is attached to deals +10 special damage to your opponent's center holomem.

You may only attach this fan to your <Yukihana Lamy>, and you may attach any number of this fan per holomem.",,,,
hY01-015,"白エール
(White Cheer)",,Cheer,SY,White,,,,[the base version cheer is not available in BP09 packs],,,,
hY02-013,"緑エール
(Green Cheer)",,Cheer,SY,Green,,,,[the base version cheer is not available in BP09 packs],,,,
hY03-017,"赤エール
(Red Cheer)",,Cheer,SY,Red,,,,[the base version cheer is not available in BP09 packs],,,,
hY04-014,"青エール
(Blue Cheer)",,Cheer,SY,Blue,,,,[the base version cheer is not available in BP09 packs],,,,
hY05-012,"紫エール
(Purple Cheer)",,Cheer,SY,Purple,,,,[the base version cheer is not available in BP09 packs],,,,
hY06-012,"黄エール
(Yellow Cheer)",,Cheer,SY,Yellow,,,,[the base version cheer is not available in BP09 packs],,,,
